"ward","freq.status.Open","freq.status.Plant","freq.status.Proposed","freq.status.Unknown"
"1",7.11784554657159,92.1945629337238,0.674858343413765,0.0127331762908257
"2",4.22470534210929,95.0482167457523,0.719424460431655,0.00765345170671973
"3",8.01644801253182,91.8738985705894,0.0861562561190523,0.0234971607597415
"4",10.4716809324349,89.0548169732289,0.446184665816791,0.0273174285193954
"5",17.3948932423509,80.9487123046445,1.61237068016729,0.0440237728373322
"6",6.88995515413805,91.1876313231097,1.90673315144103,0.0156803713111926
"7",18.4604796442374,80.9465826671608,0.571761342580338,0.021176346021494
"8",17.0031487312465,82.1510156201766,0.833487682904242,0.0123479656726554
